156,846
964,128
799,647
233,593
863,945
449,640
856,416
919,503
200,283
709,859
48,89
634,843
53,532
863,411
387,428
332,4
982,911
958,47
773,872
846,402
377,978
507,520
696,312
284,722
321,10
713,647
230,667
163,651
299,296
445,878
874,903
853,549
280,609
970,882
309,684
151,478
960,611
12,439
291,694
756,523
729,525
868,986
481,515
526,921
277,266
326,574
128,919
601,363
129,590
794,242
236,526
469,640
950,668
930,870
189,133
699,79
967,423
260,267
184,519
65,813
695,650
590,479
550,573
21,172
315,509
143,597
80,317
934,947
391,101
326,506
517,268
846,927
879,557
40,232
178,146
108,555
73,533
457,8
359,961
704,3
478,919
84,825
785,224
515,758
695,132
609,441
258,631
221,274
279,326
846,64
704,946
41,973
367,402
805,865
24,725
300,140
993,801
215,813
510,772
352,307
25,426
45,334
177,333
578,275
791,123
35,922
30,122
116,712
827,445
337,348
517,183
426,419
796,931
310,610
858,283
187,973
923,227
711,228
847,328
134,926
230,664
276,485
557,415
114,548
441,61
282,700
440,783
715,27
511,858
260,271
332,105
896,766
141,921
757,108
917,582
441,654
923,166
864,541
475,59
600,132
969,972
506,581
447,693
797,386
851,315
454,35
39,896
247,398
711,796
43,24
575,772
50,448
243,550
578,609
76,424
555,819
91,939
465,400
509,491
700,558
974,779
651,422
211,30
380,235
50,218
162,925
815,718
749,588
258,366
376,268
205,492
229,92
445,127
829,846
989,449
814,80
328,435
385,390
470,709
737,113
237,183
161,426
492,268
221,693
969,487
350,179
727,946
883,184
242,156
46,209
468,634
554,271
786,6
791,181
199,862
315,249
149,683
503,386
231,36
686,543
747,121
986,171
746,329
538,652
938,875
799,705
773,500
549,912
108,548
294,349
840,5
8,460
410,815
877,6
963,453
841,358
565,956
310,25
405,860
530,306
216,458
549,780
102,25
719,451
396,373
262,49
499,990
326,361
14,763
406,750
358,171
349,451
13,875
771,314
226,164
734,567
950,236
63,939
823,281
879,863
148,583
79,371
762,400
53,988
927,664
173,19
301,1
16,275
610,329
439,954
466,855
351,876
507,826
463,70
36,773
227,229
476,806
177,445
482,834
672,773
475,121
966,305
50,65
629,5
446,660
32,644
916,587
122,32
371,395
913,98
33,752
288,803
162,162
579,881
381,598
215,18
500,53
194,782
613,769
504,223
607,814
924,202
565,260
399,161
929,516
357,373
704,958
196,926
688,21
716,286
394,105
177,117
281,94
248,408
920,699
731,492
451,59
441,203
353,921
785,539
815,622
900,364
860,171
787,375
654,937
595,253
588,779
808,63
434,160
29,599
998,547
207,521
130,697
953,725
0,392
980,679
573,771
718,658
632,518
921,459
679,921
782,14
609,532
364,863
538,103
412,237
156,871
640,742
829,210
141,133
12,929
988,559
199,592
14,749
580,197
200,880
441,296
154,411
165,550
940,82
282,732
360,551
925,365
254,638
294,775
269,795
641,970
763,828
818,371
982,281
16,742
699,309
84,217
428,741
720,995
190,788
354,45
383,652
914,925
130,300
634,224
363,348
463,964
629,696
215,83
474,690
568,46
77,477
823,903
16,538
136,180
221,202
955,867
995,235
446,928
423,244
53,751
405,63
758,68
840,463
880,368
246,486
203,434
556,682
213,301
289,409
450,817
268,368
85,616
98,867
276,745
76,566
684,321
65,307
685,887
635,231
694,703
277,3
712,859
366,899
143,573
910,535
701,177
867,673
317,877
694,459
692,481
647,388
518,952
444,492
35,410
577,969
514,849
237,460
861,898
107,440
985,789
830,580
542,456
902,356
243,858
572,520
727,208
971,6
585,913
950,573
679,578
198,450
798,562
729,569
694,327
975,836
944,298
39,974
264,524
588,688
737,745
377,279
864,436
975,46
39,52
97,881
598,609
791,565
242,208
652,491
983,623
455,511
74,639
167,484
358,994
493,146
117,260
459,405
171,218
8,567
928,810
688,680
459,951
312,991
537,168
35,940
602,982
359,535
522,339
848,93
644,906
742,861
540,914
767,195
528,886
751,514
739,463
794,474
629,676
90,21
619,57
238,727
323,404
226,830
288,137
224,26
712,776
133,197
79,171
948,62
988,889
806,756
895,885
75,998
934,857
4,493
212,816
495,469
72,609
43,72
430,953
513,257
601,442
337,884
15,927
922,825
252,946
257,347
752,129
214,279
796,822
783,452
764,634
342,483
260,747
733,434
562,715
449,41
568,528
965,316
500,487
441,443
32,488
263,608
323,696
426,400
82,25
710,139
153,871
88,590
56,201
410,593
233,566
192,253
513,691
327,344
708,385
764,922
282,402
372,376
626,935
876,702
15,69
968,953
488,108
126,383
723,264
422,765
124,875
600,797
878,183
311,363
757,505
521,706
855,251
23,72
246,36
185,335
771,366
355,300
647,107
364,797
210,683
2,53
261,539
725,82
831,718
870,599
979,733
403,216
237,101
31,868
351,879
927,404
312,841
918,792
426,775
106,395
955,137
346,399
567,181
443,863
478,210
439,716
24,633
572,562
223,265
237,59
483,929
646,429
564,773
187,633
844,618
62,975
176,416
334,551
187,352
277,526
69,147
129,118
154,268
281,78
643,829
494,422
687,424
657,495
287,964
896,558
104,26
611,358
681,397
156,252
532,919
149,683
333,116
48,312
199,476
447,977
597,753
511,890
858,258
113,907
340,714
725,438
144,489
106,73
840,709
0,921
728,105
555,78
850,328
251,538
830,274
568,36
583,99
578,772
344,546
637,872
161,171
937,325
992,821
15,964
157,899
672,593
601,51
324,363
145,821
948,122
75,632
536,448
945,38
205,659
530,82
80,271
262,251
217,566
130,756
975,34
36,431
778,564
424,712
842,698
798,696
50,375
943,618
