390,230,301
391,846,116
392,526,377
393,126,895
394,567,631
395,711,343
396,201,120
397,741,847
398,314,662
399,429,930
400,620,731
401,146,59
402,188,257
403,480,964
404,738,571
405,470,784
406,706,89
407,243,652
408,415,339
409,467,590
410,153,819
411,760,651
412,272,424
413,921,199
414,174,87
415,291,738
416,318,165
417,334,156
418,501,879
419,203,306
420,347,833
421,41,168
422,538,782
423,148,373
424,723,139
425,706,584
426,839,601
427,993,155
428,787,88
429,850,128
430,299,154
431,492,838
432,366,911
433,961,178
434,635,905
435,222,835
436,49,125
437,990,219
438,194,759
439,658,486
440,530,58
441,251,682
442,670,849
443,592,703
444,976,187
445,0,638
446,758,459
447,266,718
448,415,401
449,409,642
450,374,67
451,493,526
452,449,275
453,276,162
454,98,182
455,100,762
456,940,433
457,214,468
458,808,925
459,944,665
460,473,98
461,290,794
462,478,232
463,60,844
464,199,107
465,334,524
466,579,201
467,359,255
468,688,611
469,323,661
470,583,833
471,73,446
472,59,493
473,478,318
474,244,552
475,6,612
476,703,348
477,793,937
478,585,14
479,905,568
480,299,730
481,123,309
482,93,260
483,692,540
484,40,234
485,575,322
486,805,247
487,384,882
488,876,315
489,751,319
490,767,400
491,722,993
492,630,987
493,457,222
494,856,163
495,431,368
496,756,265
497,433,247
498,552,719
499,833,842
500,960,757
501,836,332
502,925,272
503,524,312
504,395,559
505,660,909
506,958,574
507,54,562
508,784,344
509,933,537
510,187,576
511,777,514
512,831,637
513,623,170
514,887,38
515,554,390
516,757,645
517,239,822
518,703,87
519,492,497
520,564,770
521,720,27
522,49,198
523,135,719
524,356,637
525,942,518
526,890,633
527,186,22
528,460,600
529,596,302
530,598,81
531,605,861
532,673,164
533,781,825
534,89,32
535,591,411
536,818,869
537,383,428
538,674,105
539,616,668
540,163,162
541,791,800
542,444,611
543,218,730
544,169,633
545,43,837
546,794,315
547,25,75
548,564,293
549,6,367
550,307,707
551,571,629
552,737,529
553,834,341
554,798,357
555,248,303
556,73,190
557,478,606
558,351,905
559,4,23
560,679,534
561,513,678
562,661,547
563,506,713
564,516,83
565,905,480
566,977,845
567,980,126
568,106,530
569,947,323
570,12,260
571,373,593
572,611,201
573,7,46
574,786,479
575,873,742
576,566,30
577,731,959
578,255,831
579,238,573
580,862,823
581,263,14
582,851,662
583,874,267
584,987,811
585,202,114
586,445,393
587,758,643
588,23,428
589,620,196
590,710,982
591,783,29
592,365,927
593,258,487
594,398,565
595,229,956
596,279,9
597,185,120
598,511,756
599,379,124
600,304,302
601,967,308
602,192,159
603,188,619
604,642,53
605,458,159
606,226,688
607,870,535
608,733,339
609,475,357
610,166,6
611,302,91
612,90,985
613,612,129
614,83,733
615,685,611
616,586,768
617,627,423
618,303,473
619,142,643
620,498,133
621,361,574
622,909,523
623,693,638
624,589,734
625,459,247
626,415,902
627,409,249
628,513,330
629,66,985
630,144,801
631,475,914
632,885,508
633,437,367
634,606,658
635,492,211
636,750,852
637,171,85
638,623,881
639,700,170
640,32,939
641,699,372
642,10,82
643,626,135
644,856,810
645,596,943
646,740,789
647,29,420
648,320,846
649,170,17
650,566,776
651,808,460
652,727,891
653,574,574
654,225,226
655,117,201
656,264,400
657,176,354
658,147,775
659,297,430
660,547,339
661,924,733
662,714,436
663,43,557
664,715,925
665,52,246
666,946,579
667,653,870
668,341,819
669,462,736
670,696,341
671,838,934
672,639,215
673,146,401
674,413,195
675,425,26
676,625,246
677,196,398
678,798,809
679,624,486
680,654,209
681,747,931
682,593,124
683,303,424
684,885,758
685,232,270
686,704,250
687,482,255
688,394,704
689,796,722
690,262,774
691,530,260
692,281,834
693,786,95
694,706,700
695,120,987
696,685,407
697,861,18
698,587,739
699,464,795
700,323,977
701,95,807
702,119,864
703,858,391
704,443,789
705,291,906
706,21,230
707,824,394
708,806,780
709,615,803
710,209,202
711,288,542
712,277,871
713,810,282
714,667,823
715,33,306
716,435,121
717,797,251
718,284,601
719,49,891
720,670,309
721,322,583
722,744,199
723,690,559
724,716,712
725,211,153
726,600,217
727,200,313
728,46,159
729,280,174
730,240,172
731,55,785
732,893,304
733,352,334
734,757,34
735,252,431
736,921,661
737,112,748
738,67,481
739,463,127
740,468,446
741,550,20
742,646,954
743,629,523
744,701,279
745,615,673
746,872,589
747,72,624
748,804,735
749,462,388
750,572,455
751,746,580
752,986,292
753,664,980
754,341,47
755,644,997
756,90,141
757,12,537
758,517,904
759,399,906
760,352,239
761,985,743
762,640,752
763,967,289
764,483,954
765,605,206
766,875,238
767,262,889
768,834,515
769,613,452
770,348,412
771,819,834
772,132,651
773,959,920
774,838,556
775,847,575
776,382,393
777,984,691
778,405,854
779,568,850
780,115,60
781,120,544
782,451,901
783,99,43
784,969,119
785,897,419
786,311,402
787,753,679
788,188,675
789,57,489
790,686,404
791,951,167
792,466,551
793,646,321
794,944,294
795,335,620
796,479,819
797,34,903
798,634,774
799,425,71
800,362,568
801,894,943
802,265,27
803,591,969
804,79,482
805,641,723
806,611,26
807,224,589
808,144,671
809,390,913
810,538,594
811,619,892
812,544,459
813,696,970
814,252,184
815,44,905
816,278,479
817,313,209
818,431,544
819,270,552
820,552,177
821,33,389
822,13,562
823,537,700
824,450,906
825,310,227
826,393,580
827,251,335
828,427,897
829,476,564
830,708,514
831,556,556
832,222,112
833,251,304
834,139,10
835,224,706
836,539,258
837,895,311
838,501,251
839,134,378
840,147,159
841,100,460
842,8,953
843,356,949
844,829,495
845,637,162
846,215,878
847,931,938
848,294,630
849,194,329
850,847,715
851,101,313
852,403,102
853,281,806
854,996,645
855,362,180
856,386,892
857,289,490
858,974,941
859,752,127
860,983,747
861,926,879
862,745,744
863,490,245
864,205,675
865,487,160
866,187,839
867,987,514
868,616,400
869,101,8
870,954,469
871,859,65
872,122,816
873,709,313
874,834,238
875,508,649
876,322,56
877,974,672
878,989,414
879,575,828
880,59,575
881,417,361
882,723,388
883,909,824
884,15,911
885,869,236
886,692,789
887,483,253
888,918,699
889,948,610
890,917,974
891,813,923
892,459,874
893,323,952
894,365,754
895,308,494
896,340,676
897,940,239
898,303,77
899,643,229
900,684,170
901,965,146
902,14,841
903,321,511
904,847,338
905,148,483
906,680,535
907,386,977
908,799,535
909,46,744
910,628,930
911,896,799
912,233,952
913,284,934
914,867,762
915,76,243
916,218,643
917,316,698
918,163,113
919,437,678
920,866,472
921,211,65
922,872,864
923,445,996
924,529,666
925,859,0
926,199,52
927,344,484
928,712,516
929,933,180
930,177,642
931,512,999
932,184,951
933,953,710
934,419,506
935,469,741
936,736,130
937,197,418
938,411,418
939,140,530
940,922,357
941,428,609
942,744,388
943,537,120
944,406,224
945,707,439
946,844,92
947,795,60
948,629,477
949,949,438
950,50,198
951,778,517
952,363,226
953,749,234
954,867,740
955,74,356
956,252,429
957,763,729
958,779,851
959,863,535
960,794,898
961,266,226
962,957,805
963,391,797
964,221,574
965,801,828
966,109,280
967,350,439
968,748,93
969,125,946
970,103,828
971,768,989
972,565,908
973,385,613
974,830,651
975,261,151
976,502,470
977,627,376
978,0,462
979,200,598
980,93,826
981,126,518
982,232,976
983,681,869
984,224,59
985,146,832
986,549,673
987,606,86
988,439,635
989,460,703
990,627,142
991,242,426
992,219,482
993,491,765
994,399,872
995,120,510
996,911,642
997,329,295
998,20,618
999,196,189
